name,barnaba,clarna,dssr,fred,maxit,metbp,mc,rnapolis,rnaview
8A22_1_B3-B2-B1,146,68,102,58,31,63,64,110,55
8A22_1_B4,60,35,44,26,14,26,32,35,28
8A57_1_A,939,450,616,435,206,466,428,633,403
8A57_1_B,33,14,22,11,3,14,14,21,15
8AF0_1_C-D,2,2,1,0,0,0,1,1,0
8AKN_1_Z,27,3,14,0,0,6,14,9,9
8AM9_1_8,14,7,9,6,4,7,12,11,6
8AMI_1_B-A,1,0,1,0,0,0,0,0,0
8AS7_1_P-T-G,2,1,1,1,0,1,1,4,1
8ASD_1_T-G,1,1,1,0,0,0,1,1,1
8B6Z_1_B,1,1,1,0,0,0,0,0,0
8BE0_1_M-R,1,0,0,0,0,0,0,1,0
8BE0_1_V,2,2,2,2,0,2,0,2,1
8BF8_1_B,26,13,15,0,4,12,13,15,10
8BUU_1_A,868,444,581,436,208,463,414,620,371
8BUU_1_a,450,240,319,194,100,208,220,313,194
8CRX_1_A,446,226,307,190,88,198,205,302,189
8CVM_1_a,890,429,601,387,189,402,394,592,377
8CVM_1_b,40,16,27,16,5,17,15,23,15
8CVO_1_A,155,73,103,61,29,69,70,96,62
8CWO_1_Y,0,0,0,0,0,0,0,1,0
8D1V_1_J-N,3,0,3,0,0,0,5,2,3
8D28_1_B,8,6,7,4,2,3,4,8,5
8D29_1_C,4,1,4,2,1,2,3,2,2
8D29_1_F,5,1,3,2,1,2,3,2,2
8D29_1_J,7,2,4,2,1,2,8,2,4
8D4A_1_B,5,3,7,2,2,3,8,4,2
8D8L_1_a,363,164,236,144,74,182,165,260,151
8DC2_1_B,6,1,3,0,0,1,2,2,2
8DEX_1_L,0,0,0,0,0,0,1,2,0
8DFA_1_L,0,0,0,0,0,1,0,3,0
8DFS_1_L,0,0,0,0,0,0,0,2,0
8DK7_1_C,11,5,9,5,2,4,6,5,7
8DP3_1_R,8,7,8,5,3,6,4,7,6
8E0F_1_D-C,2,2,2,2,1,2,1,2,1
8E3I_1_E,1,1,0,1,0,1,1,1,1
8E4X_1_C-D,1,1,1,1,0,1,1,1,1
8E8M_1_R,2,0,1,0,0,0,0,0,0
8EA4_1_7,70,22,30,17,4,21,26,27,24
8EHQ_1_R,0,0,0,0,0,0,0,1,0
8ESQ_1_6,15,4,9,3,2,3,4,7,6
8EUG_1_1-2,803,388,530,337,182,387,368,559,329
8EUG_1_9,32,14,23,11,5,16,8,16,13
8EUY_1_6,22,7,12,3,5,7,9,13,6
8G60_1_At,11,5,10,3,2,4,8,10,7
8G9Z_1_E,12,5,8,5,4,7,8,0,6
8GLP_1_L5-L8,815,417,579,403,185,408,388,618,356
8GLP_1_L7,34,18,25,18,5,16,14,19,18
8GLP_1_Pt,7,5,5,4,3,3,5,8,2
8GNA_1_C-J,7,1,2,0,0,0,1,4,1
8GS2_1_R-D,3,0,1,0,0,0,2,3,0
8GWE_1_J-I,2,0,0,0,1,0,0,0,0
8GXB_1_A,23,15,21,13,3,15,10,16,12
8GXB_1_B,25,16,20,14,3,14,9,17,13
8H1B_1_C,1,1,1,0,0,0,0,0,0
8HBA_1_B,25,13,18,14,3,10,12,15,11
8HHL_1_B,4,3,4,0,1,2,1,4,2
8HMY_1_T,20,7,15,8,5,6,9,14,6
8HMZ_1_5-3,19,10,16,8,3,6,12,14,7
8I3Z_1_B-A,23,17,17,15,3,13,11,16,12
